,id,name,tags,created,license,type,channels,filesize,bitrate,bitdepth,duration,samplerate,username,file_path,target_instrument,target
491,247091,overall quality of single note - trumpet - E5,"['E5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:25,http://creativecommons.org/licenses/by/3.0/,wav,1,558736,0,24,3.875,48000.0,MTG,./freesound/247091/overall quality of single note - trumpet - E5.wav,Trumpet,10
492,247092,overall quality of single note - trumpet - D#5,"['Dsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:27,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247092/overall quality of single note - trumpet - D#5.wav,Trumpet,10
493,247093,overall quality of single note - trumpet - D5,"['single-note', 'D5', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:29,http://creativecommons.org/licenses/by/3.0/,wav,1,558736,0,24,3.875,48000.0,MTG,./freesound/247093/overall quality of single note - trumpet - D5.wav,Trumpet,10
494,247094,overall quality of single note - trumpet - C#5,"['multisample', 'Csharp5', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:31,http://creativecommons.org/licenses/by/3.0/,wav,1,540736,0,24,3.75,48000.0,MTG,./freesound/247094/overall quality of single note - trumpet - C#5.wav,Trumpet,10
495,247095,overall quality of single note - trumpet - C5,"['single-note', 'trumpet', 'C5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:33,http://creativecommons.org/licenses/by/3.0/,wav,1,576736,0,24,4.0,48000.0,MTG,./freesound/247095/overall quality of single note - trumpet - C5.wav,Trumpet,10
496,247096,overall quality of single note - trumpet - B4,"['multisample', 'B4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:35,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247096/overall quality of single note - trumpet - B4.wav,Trumpet,10
497,247097,overall quality of single note - trumpet - A#4,"['multisample', 'Asharp4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:37,http://creativecommons.org/licenses/by/3.0/,wav,1,594736,0,24,4.125,48000.0,MTG,./freesound/247097/overall quality of single note - trumpet - A#4.wav,Trumpet,10
498,247098,overall quality of single note - trumpet - A4,"['A4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:39,http://creativecommons.org/licenses/by/3.0/,wav,1,540736,0,24,3.75,48000.0,MTG,./freesound/247098/overall quality of single note - trumpet - A4.wav,Trumpet,10
499,247099,overall quality of single note - trumpet - G#4,"['Gsharp4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T12:22:41,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247099/overall quality of single note - trumpet - G#4.wav,Trumpet,10
500,247100,overall quality of single note - trumpet - G4,"['multisample', 'G4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:42,http://creativecommons.org/licenses/by/3.0/,wav,1,594736,0,24,4.125,48000.0,MTG,./freesound/247100/overall quality of single note - trumpet - G4.wav,Trumpet,10
501,247101,overall quality of single note - trumpet - F#4,"['Fsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:44,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/247101/overall quality of single note - trumpet - F#4.wav,Trumpet,10
502,247102,overall quality of single note - trumpet - F4,"['F4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:46,http://creativecommons.org/licenses/by/3.0/,wav,1,630736,0,24,4.375,48000.0,MTG,./freesound/247102/overall quality of single note - trumpet - F4.wav,Trumpet,10
503,247103,overall quality of single note - trumpet - E4,"['multisample', 'E4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:48,http://creativecommons.org/licenses/by/3.0/,wav,1,630736,0,24,4.375,48000.0,MTG,./freesound/247103/overall quality of single note - trumpet - E4.wav,Trumpet,10
504,247104,overall quality of single note - trumpet - D#4,"['multisample', 'Dsharp4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:50,http://creativecommons.org/licenses/by/3.0/,wav,1,630736,0,24,4.375,48000.0,MTG,./freesound/247104/overall quality of single note - trumpet - D#4.wav,Trumpet,10
505,247105,overall quality of single note - trumpet - D4,"['multisample', 'D4', 'trumpet', 'single-note', 'good-sounds', 'neumann-U87']",2014-09-10T12:22:52,http://creativecommons.org/licenses/by/3.0/,wav,1,594736,0,24,4.125,48000.0,MTG,./freesound/247105/overall quality of single note - trumpet - D4.wav,Trumpet,10
506,247106,overall quality of single note - trumpet - C#4,"['Csharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:54,http://creativecommons.org/licenses/by/3.0/,wav,1,540736,0,24,3.75,48000.0,MTG,./freesound/247106/overall quality of single note - trumpet - C#4.wav,Trumpet,10
507,247107,overall quality of single note - trumpet - C4,"['single-note', 'trumpet', 'C4', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T12:22:56,http://creativecommons.org/licenses/by/3.0/,wav,1,612736,0,24,4.25,48000.0,MTG,./freesound/247107/overall quality of single note - trumpet - C4.wav,Trumpet,10
508,247108,overall quality of single note - trumpet - B3,"['B3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:22:58,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247108/overall quality of single note - trumpet - B3.wav,Trumpet,10
509,247109,overall quality of single note - trumpet - A#3,"['Asharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:00,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/247109/overall quality of single note - trumpet - A#3.wav,Trumpet,10
510,247110,overall quality of single note - trumpet - A3,"['A3', 'single-note', 'trumpet', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T12:23:02,http://creativecommons.org/licenses/by/3.0/,wav,1,630736,0,24,4.375,48000.0,MTG,./freesound/247110/overall quality of single note - trumpet - A3.wav,Trumpet,10
511,247111,overall quality of single note - trumpet - G#3,"['Gsharp3', 'single-note', 'trumpet', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T12:23:04,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/247111/overall quality of single note - trumpet - G#3.wav,Trumpet,10
512,247112,overall quality of single note - trumpet - G3,"['G3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:06,http://creativecommons.org/licenses/by/3.0/,wav,1,756736,0,24,5.25,48000.0,MTG,./freesound/247112/overall quality of single note - trumpet - G3.wav,Trumpet,10
513,247113,overall quality of single note - trumpet - F#3,"['Fsharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:08,http://creativecommons.org/licenses/by/3.0/,wav,1,756736,0,24,5.25,48000.0,MTG,./freesound/247113/overall quality of single note - trumpet - F#3.wav,Trumpet,10
514,247114,overall quality of single note - trumpet - A#5,"['single-note', 'trumpet', 'Asharp5', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T12:23:10,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247114/overall quality of single note - trumpet - A#5.wav,Trumpet,10
515,247115,overall quality of single note - trumpet - A5,"['A5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:11,http://creativecommons.org/licenses/by/3.0/,wav,1,396736,0,24,2.75,48000.0,MTG,./freesound/247115/overall quality of single note - trumpet - A5.wav,Trumpet,10
516,247116,overall quality of single note - trumpet - G#5,"['Gsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:14,http://creativecommons.org/licenses/by/3.0/,wav,1,450736,0,24,3.125,48000.0,MTG,./freesound/247116/overall quality of single note - trumpet - G#5.wav,Trumpet,10
517,247117,overall quality of single note - trumpet - G5,"['G5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:15,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247117/overall quality of single note - trumpet - G5.wav,Trumpet,10
518,247118,overall quality of single note - trumpet - F#5,"['Fsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:17,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247118/overall quality of single note - trumpet - F#5.wav,Trumpet,10
519,247119,overall quality of single note - trumpet - F5,"['F5', 'multisample', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:23:19,http://creativecommons.org/licenses/by/3.0/,wav,1,432736,0,24,3.0,48000.0,MTG,./freesound/247119/overall quality of single note - trumpet - F5.wav,Trumpet,10
520,247120,overall quality of single note - trumpet - E5,"['multisample', 'E5', 'good-sounds', 'single-note', 'trumpet', 'neumann-U87']",2014-09-10T12:23:21,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247120/overall quality of single note - trumpet - E5.wav,Trumpet,10
521,247121,overall quality of single note - trumpet - D#5,"['Dsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:23,http://creativecommons.org/licenses/by/3.0/,wav,1,396736,0,24,2.75,48000.0,MTG,./freesound/247121/overall quality of single note - trumpet - D#5.wav,Trumpet,10
522,247122,overall quality of single note - trumpet - D5,"['single-note', 'D5', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:25,http://creativecommons.org/licenses/by/3.0/,wav,1,378736,0,24,2.625,48000.0,MTG,./freesound/247122/overall quality of single note - trumpet - D5.wav,Trumpet,10
523,247123,overall quality of single note - trumpet - C#5,"['Csharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:27,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247123/overall quality of single note - trumpet - C#5.wav,Trumpet,10
524,247124,overall quality of single note - trumpet - C5,"['single-note', 'trumpet', 'C5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:29,http://creativecommons.org/licenses/by/3.0/,wav,1,432736,0,24,3.0,48000.0,MTG,./freesound/247124/overall quality of single note - trumpet - C5.wav,Trumpet,10
525,247125,overall quality of single note - trumpet - B4,"['B4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:31,http://creativecommons.org/licenses/by/3.0/,wav,1,396736,0,24,2.75,48000.0,MTG,./freesound/247125/overall quality of single note - trumpet - B4.wav,Trumpet,10
526,247126,overall quality of single note - trumpet - A#4,"['Asharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:33,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247126/overall quality of single note - trumpet - A#4.wav,Trumpet,10
527,247127,overall quality of single note - trumpet - A4,"['A4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:35,http://creativecommons.org/licenses/by/3.0/,wav,1,396736,0,24,2.75,48000.0,MTG,./freesound/247127/overall quality of single note - trumpet - A4.wav,Trumpet,10
528,247128,overall quality of single note - trumpet - G#4,"['Gsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:37,http://creativecommons.org/licenses/by/3.0/,wav,1,378736,0,24,2.625,48000.0,MTG,./freesound/247128/overall quality of single note - trumpet - G#4.wav,Trumpet,10
529,247129,overall quality of single note - trumpet - G4,"['G4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T12:23:39,http://creativecommons.org/licenses/by/3.0/,wav,1,360736,0,24,2.5,48000.0,MTG,./freesound/247129/overall quality of single note - trumpet - G4.wav,Trumpet,10
530,247130,overall quality of single note - trumpet - F#4,"['Fsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:41,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247130/overall quality of single note - trumpet - F#4.wav,Trumpet,10
531,247131,overall quality of single note - trumpet - F4,"['F4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:42,http://creativecommons.org/licenses/by/3.0/,wav,1,450736,0,24,3.125,48000.0,MTG,./freesound/247131/overall quality of single note - trumpet - F4.wav,Trumpet,10
532,247132,overall quality of single note - trumpet - E4,"['E4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:45,http://creativecommons.org/licenses/by/3.0/,wav,1,378736,0,24,2.625,48000.0,MTG,./freesound/247132/overall quality of single note - trumpet - E4.wav,Trumpet,10
533,247133,overall quality of single note - trumpet - D#4,"['Dsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:46,http://creativecommons.org/licenses/by/3.0/,wav,1,414736,0,24,2.875,48000.0,MTG,./freesound/247133/overall quality of single note - trumpet - D#4.wav,Trumpet,10
534,247134,overall quality of single note - trumpet - D4,"['D4', 'trumpet', 'single-note', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T12:23:48,http://creativecommons.org/licenses/by/3.0/,wav,1,504736,0,24,3.5,48000.0,MTG,./freesound/247134/overall quality of single note - trumpet - D4.wav,Trumpet,10
535,247135,overall quality of single note - trumpet - C#4,"['multisample', 'Csharp4', 'single-note', 'trumpet', 'good-sounds', 'neumann-U87']",2014-09-10T12:23:51,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247135/overall quality of single note - trumpet - C#4.wav,Trumpet,10
536,247136,overall quality of single note - trumpet - C4,"['single-note', 'trumpet', 'C4', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:23:52,http://creativecommons.org/licenses/by/3.0/,wav,1,486736,0,24,3.375,48000.0,MTG,./freesound/247136/overall quality of single note - trumpet - C4.wav,Trumpet,10
537,247137,overall quality of single note - trumpet - B3,"['multisample', 'single-note', 'trumpet', 'good-sounds', 'Asharp3', 'neumann-U87']",2014-09-10T12:23:54,http://creativecommons.org/licenses/by/3.0/,wav,1,558736,0,24,3.875,48000.0,MTG,./freesound/247137/overall quality of single note - trumpet - B3.wav,Trumpet,10
538,247138,overall quality of single note - trumpet - A#3,"['single-note', 'trumpet', 'good-sounds', 'A3', 'neumann-U87', 'multisample']",2014-09-10T12:23:56,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247138/overall quality of single note - trumpet - A#3.wav,Trumpet,10
539,247139,overall quality of single note - trumpet - A3,"['single-note', 'trumpet', 'good-sounds', 'multisample', 'Gsharp3', 'neumann-U87']",2014-09-10T12:23:58,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247139/overall quality of single note - trumpet - A3.wav,Trumpet,10
540,247140,overall quality of single note - trumpet - G#3,"['single-note', 'trumpet', 'good-sounds', 'multisample', 'G3', 'neumann-U87']",2014-09-10T12:24:00,http://creativecommons.org/licenses/by/3.0/,wav,1,612736,0,24,4.25,48000.0,MTG,./freesound/247140/overall quality of single note - trumpet - G#3.wav,Trumpet,10
541,247141,overall quality of single note - trumpet - G3,"['G3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:02,http://creativecommons.org/licenses/by/3.0/,wav,1,450736,0,24,3.125,48000.0,MTG,./freesound/247141/overall quality of single note - trumpet - G3.wav,Trumpet,10
542,247142,overall quality of single note - trumpet - F#3,"['Fsharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:04,http://creativecommons.org/licenses/by/3.0/,wav,1,522736,0,24,3.625,48000.0,MTG,./freesound/247142/overall quality of single note - trumpet - F#3.wav,Trumpet,10
543,247143,overall quality of single note - trumpet - A#5,"['single-note', 'trumpet', 'Asharp5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:06,http://creativecommons.org/licenses/by/3.0/,wav,1,612898,0,24,4.25113,48000.0,MTG,./freesound/247143/overall quality of single note - trumpet - A#5.wav,Trumpet,10
544,247144,overall quality of single note - trumpet - A5,"['A5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:08,http://creativecommons.org/licenses/by/3.0/,wav,1,674275,0,24,4.67735,48000.0,MTG,./freesound/247144/overall quality of single note - trumpet - A5.wav,Trumpet,10
545,247145,overall quality of single note - trumpet - G#5,"['Gsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:10,http://creativecommons.org/licenses/by/3.0/,wav,1,748438,0,24,5.19238,48000.0,MTG,./freesound/247145/overall quality of single note - trumpet - G#5.wav,Trumpet,10
546,247146,overall quality of single note - trumpet - G5,"['G5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:12,http://creativecommons.org/licenses/by/3.0/,wav,1,732865,0,24,5.08423,48000.0,MTG,./freesound/247146/overall quality of single note - trumpet - G5.wav,Trumpet,10
547,247147,overall quality of single note - trumpet - F#5,"['Fsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:14,http://creativecommons.org/licenses/by/3.0/,wav,1,827734,0,24,5.74304,48000.0,MTG,./freesound/247147/overall quality of single note - trumpet - F#5.wav,Trumpet,10
548,247148,overall quality of single note - trumpet - F5,"['F5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:16,http://creativecommons.org/licenses/by/3.0/,wav,1,882625,0,24,6.12423,48000.0,MTG,./freesound/247148/overall quality of single note - trumpet - F5.wav,Trumpet,10
549,247149,overall quality of single note - trumpet - E5,"['E5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:17,http://creativecommons.org/licenses/by/3.0/,wav,1,892381,0,24,6.19198,48000.0,MTG,./freesound/247149/overall quality of single note - trumpet - E5.wav,Trumpet,10
550,247150,overall quality of single note - trumpet - D#5,"['Dsharp5', 'single-note', 'trumpet', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T12:24:20,http://creativecommons.org/licenses/by/3.0/,wav,1,965500,0,24,6.69975,48000.0,MTG,./freesound/247150/overall quality of single note - trumpet - D#5.wav,Trumpet,10
551,247151,overall quality of single note - trumpet - D5,"['single-note', 'D5', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:22,http://creativecommons.org/licenses/by/3.0/,wav,1,817732,0,24,5.67358,48000.0,MTG,./freesound/247151/overall quality of single note - trumpet - D5.wav,Trumpet,10
552,247152,overall quality of single note - trumpet - C#5,"['Csharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:24,http://creativecommons.org/licenses/by/3.0/,wav,1,910717,0,24,6.31931,48000.0,MTG,./freesound/247152/overall quality of single note - trumpet - C#5.wav,Trumpet,10
553,247153,overall quality of single note - trumpet - C5,"['multisample', 'single-note', 'trumpet', 'C5', 'good-sounds', 'neumann-U87']",2014-09-10T12:24:26,http://creativecommons.org/licenses/by/3.0/,wav,1,935239,0,24,6.4896,48000.0,MTG,./freesound/247153/overall quality of single note - trumpet - C5.wav,Trumpet,10
554,247154,overall quality of single note - trumpet - B4,"['B4', 'single-note', 'trumpet', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T12:24:28,http://creativecommons.org/licenses/by/3.0/,wav,1,1048501,0,24,7.27615,48000.0,MTG,./freesound/247154/overall quality of single note - trumpet - B4.wav,Trumpet,10
555,247155,overall quality of single note - trumpet - A#4,"['Asharp4', 'single-note', 'multisample', 'neumann-U87', 'trumpet', 'good-sounds']",2014-09-10T12:24:30,http://creativecommons.org/licenses/by/3.0/,wav,1,1059727,0,24,7.3541,48000.0,MTG,./freesound/247155/overall quality of single note - trumpet - A#4.wav,Trumpet,10
556,247156,overall quality of single note - trumpet - A4,"['A4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:32,http://creativecommons.org/licenses/by/3.0/,wav,1,1099003,0,24,7.62685,48000.0,MTG,./freesound/247156/overall quality of single note - trumpet - A4.wav,Trumpet,10
557,247157,overall quality of single note - trumpet - G#4,"['Gsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:34,http://creativecommons.org/licenses/by/3.0/,wav,1,980335,0,24,6.80277,48000.0,MTG,./freesound/247157/overall quality of single note - trumpet - G#4.wav,Trumpet,10
558,247158,overall quality of single note - trumpet - G4,"['G4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:35,http://creativecommons.org/licenses/by/3.0/,wav,1,932530,0,24,6.47079,48000.0,MTG,./freesound/247158/overall quality of single note - trumpet - G4.wav,Trumpet,10
559,247159,overall quality of single note - trumpet - F#4,"['Fsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:37,http://creativecommons.org/licenses/by/3.0/,wav,1,1172209,0,24,8.13523,48000.0,MTG,./freesound/247159/overall quality of single note - trumpet - F#4.wav,Trumpet,10
560,247160,overall quality of single note - trumpet - F4,"['F4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:40,http://creativecommons.org/licenses/by/3.0/,wav,1,1160893,0,24,8.05665,48000.0,MTG,./freesound/247160/overall quality of single note - trumpet - F4.wav,Trumpet,10
561,247161,overall quality of single note - trumpet - E4,"['E4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:42,http://creativecommons.org/licenses/by/3.0/,wav,1,1027741,0,24,7.13198,48000.0,MTG,./freesound/247161/overall quality of single note - trumpet - E4.wav,Trumpet,10
562,247162,overall quality of single note - trumpet - D#4,"['Dsharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:43,http://creativecommons.org/licenses/by/3.0/,wav,1,1217248,0,24,8.448,48000.0,MTG,./freesound/247162/overall quality of single note - trumpet - D#4.wav,Trumpet,10
563,247163,overall quality of single note - trumpet - D4,"['neumann-U87', 'D4', 'trumpet', 'single-note', 'good-sounds', 'multisample']",2014-09-10T12:24:45,http://creativecommons.org/licenses/by/3.0/,wav,1,1268299,0,24,8.80252,48000.0,MTG,./freesound/247163/overall quality of single note - trumpet - D4.wav,Trumpet,10
564,247164,overall quality of single note - trumpet - C#4,"['Csharp4', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:47,http://creativecommons.org/licenses/by/3.0/,wav,1,1227109,0,24,8.51648,48000.0,MTG,./freesound/247164/overall quality of single note - trumpet - C#4.wav,Trumpet,10
565,247165,overall quality of single note - trumpet - C4,"['single-note', 'trumpet', 'C4', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:49,http://creativecommons.org/licenses/by/3.0/,wav,1,1272745,0,24,8.8334,48000.0,MTG,./freesound/247165/overall quality of single note - trumpet - C4.wav,Trumpet,10
566,247166,overall quality of single note - trumpet - B3,"['B3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:52,http://creativecommons.org/licenses/by/3.0/,wav,1,1142371,0,24,7.92802,48000.0,MTG,./freesound/247166/overall quality of single note - trumpet - B3.wav,Trumpet,10
567,247167,overall quality of single note - trumpet - A#3,"['Asharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:54,http://creativecommons.org/licenses/by/3.0/,wav,1,1362337,0,24,9.45556,48000.0,MTG,./freesound/247167/overall quality of single note - trumpet - A#3.wav,Trumpet,10
568,247168,overall quality of single note - trumpet - A3,"['A3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:55,http://creativecommons.org/licenses/by/3.0/,wav,1,1279828,0,24,8.88258,48000.0,MTG,./freesound/247168/overall quality of single note - trumpet - A3.wav,Trumpet,10
569,247169,overall quality of single note - trumpet - G#3,"['Gsharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:24:58,http://creativecommons.org/licenses/by/3.0/,wav,1,1378651,0,24,9.56885,48000.0,MTG,./freesound/247169/overall quality of single note - trumpet - G#3.wav,Trumpet,10
570,247170,overall quality of single note - trumpet - G3,"['G3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:00,http://creativecommons.org/licenses/by/3.0/,wav,1,1289338,0,24,8.94862,48000.0,MTG,./freesound/247170/overall quality of single note - trumpet - G3.wav,Trumpet,10
571,247171,overall quality of single note - trumpet - F#3,"['Fsharp3', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:02,http://creativecommons.org/licenses/by/3.0/,wav,1,1399729,0,24,9.71523,48000.0,MTG,./freesound/247171/overall quality of single note - trumpet - F#3.wav,Trumpet,10
572,247172,overall quality of single note - trumpet - A#5,"['single-note', 'trumpet', 'Asharp5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:04,http://creativecommons.org/licenses/by/3.0/,wav,1,536347,0,24,3.71952,48000.0,MTG,./freesound/247172/overall quality of single note - trumpet - A#5.wav,Trumpet,10
573,247173,overall quality of single note - trumpet - A5,"['A5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:06,http://creativecommons.org/licenses/by/3.0/,wav,1,608692,0,24,4.22192,48000.0,MTG,./freesound/247173/overall quality of single note - trumpet - A5.wav,Trumpet,10
574,247174,overall quality of single note - trumpet - G#5,"['Gsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:08,http://creativecommons.org/licenses/by/3.0/,wav,1,544465,0,24,3.7759,48000.0,MTG,./freesound/247174/overall quality of single note - trumpet - G#5.wav,Trumpet,10
575,247175,overall quality of single note - trumpet - G5,"['G5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:10,http://creativecommons.org/licenses/by/3.0/,wav,1,528499,0,24,3.66502,48000.0,MTG,./freesound/247175/overall quality of single note - trumpet - G5.wav,Trumpet,10
576,247176,overall quality of single note - trumpet - F#5,"['Fsharp5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:12,http://creativecommons.org/licenses/by/3.0/,wav,1,681109,0,24,4.72481,48000.0,MTG,./freesound/247176/overall quality of single note - trumpet - F#5.wav,Trumpet,10
577,247177,overall quality of single note - trumpet - F5,"['F5', 'single-note', 'trumpet', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T12:25:14,http://creativecommons.org/licenses/by/3.0/,wav,1,691999,0,24,4.80044,48000.0,MTG,./freesound/247177/overall quality of single note - trumpet - F5.wav,Trumpet,10
